GLOTTOCODE	GLOTTOLOG_NAME	NAME_KEY	GENUS	FAMILY	ISO639Pcode	LEVEL	MACROAREAS	LATITUDE	LONGITUDE	LINEAGE
sout2650	Southeastern Pashto	SoutheasternPashto	Iranian	Indo-European		dialect	Eurasia			indo1319;indo1320;iran1269;pash1269;nucl1276;sout2649
sout2651	Southern Munji	SouthernMunji	Iranian	Indo-European		dialect	Eurasia			indo1319;indo1320;iran1269;yidg1239;munj1244
sout2652	Southeastern Kumauni	SoutheasternKumauni	Indic	Indo-European		dialect	Eurasia			indo1319;indo1320;indo1321;indo1310;cent1977;kuma1273
sout2653	Southern Saurashtra	SouthernSaurashtra	Indic	Indo-European		dialect	Eurasia			indo1319;indo1320;indo1321;indo1322;subc1234;guja1255;guja1256;saur1248
sout2654	Southern Dhatki	SouthernDhatki	Indic	Indo-European		dialect	Eurasia			indo1319;indo1320;indo1321;indo1322;subc1234;guja1255;raja1256;dhat1238
sout2655	Southern Marwari	SouthernMarwari	Indic	Indo-European		dialect	Eurasia			indo1319;indo1320;indo1321;indo1322;subc1234;guja1255;raja1256;west2831;marw1256
sout2656	South Albanian Vlax	SouthAlbanianVlax	Indic	Indo-European		dialect	Eurasia			indo1319;indo1320;indo1321;indo1322;roma1329;vlax1238;sout2658;dzam1241
sout2658	Southern Vlax	SouthernVlax	Indic	Indo-European		dialect	Eurasia			indo1319;indo1320;indo1321;indo1322;roma1329;vlax1238
sout2659	Southern Morena	SouthernMorena	Indic	Indo-European		dialect	Eurasia			indo1319;indo1320;indo1321;indo1322;subc1234;west2812;bund1252;bund1253
sout2660	Southern Bharatpur	SouthernBharatpur	Indic	Indo-European		dialect	Eurasia			indo1319;indo1320;indo1321;indo1322;subc1234;west2812;bund1252;bund1253
sout2661	Southern Standard Bhojpuri	SouthernStandardBhojpuri	Indic	Indo-European		dialect	Eurasia			indo1319;indo1320;indo1321;biha1245;west2806;bhoj1246;bhoj1244
sout2662	Southern Magahi	SouthernMagahi	Indic	Indo-European		dialect	Eurasia			indo1319;indo1320;indo1321;biha1245;mait1254;east2725;maga1260
sout2663	Southern Standard Maithili	SouthernStandardMaithili	Indic	Indo-European		dialect	Eurasia			indo1319;indo1320;indo1321;biha1245;mait1254;mait1255;mait1250
sout2666	Southern Oriya	SouthernOriya	Indic	Indo-European		dialect	Eurasia			indo1319;indo1320;indo1321;indo1323;oriy1254;macr1269;oriy1255
sout2667	Southern Katkari	SouthernKatkari	Indic	Indo-European		dialect	Eurasia			indo1319;indo1320;indo1321;indo1325;mara1416;katk1238
sout2668	Southern Hindko	SouthernHindko	Indic	Indo-European		language	Eurasia	33.2122	72.1702	indo1319;indo1320;indo1321;indo1324;sind1278;lahn1241;hind1271
sout2669	Southern Kalasha	SouthernKalasha	Indic	Indo-European		dialect	Eurasia			indo1319;indo1320;indo1321;indo1324;chit1278;kala1372
sout2670	South Khowar	SouthKhowar	Indic	Indo-European		dialect	Eurasia			indo1319;indo1320;indo1321;indo1324;chit1278;khow1242
sout2671	Southwest Pashayi	SouthwestPashayi	Indic	Indo-European		language	Eurasia	34.8478	69.8734	indo1319;indo1320;indo1321;indo1324;pash1270;west2387
sout2672	Southeast Pashayi	SoutheastPashayi	Indic	Indo-European		language	Eurasia	34.4310	70.3035	indo1319;indo1320;indo1321;indo1324;pash1270;east2322
sout2673	Southern Welsh	SouthernWelsh	Celtic	Indo-European		dialect	Eurasia			indo1319;celt1248;nucl1715;tgbc1234;insu1254;bryt1239;oldm1247;wels1247
sout2674	South Saami	SouthSaami	Saami	Uralic		language	Eurasia	62.8801	13.7006	ural1272;saam1281;west2390;sout3150
sout2675	Irtysh Khanty	IrtyshKhanty	Ugric	Uralic		dialect	Eurasia			ural1272;khan1279;west2866;sout3226
sout2676	Southern Karelian	SouthernKarelian	Finnic	Uralic		dialect	Eurasia			ural1272;finn1317;coas1319;neva1234;nort3282;lado1234;kare1335
sout2677	Southwestern Finnish	SouthwesternFinnish	Finnic	Uralic		dialect	Eurasia			ural1272;finn1317;coas1319;neva1234;nort3282;nucl1717;finn1318
sout2678	South Pohjanmaa	SouthPohjanmaa	Finnic	Uralic		dialect	Eurasia			ural1272;finn1317;coas1319;neva1234;nort3282;nucl1717;finn1318
sout2679	South Estonian	SouthEstonian	Finnic	Uralic		language	Eurasia	57.8500	27.0000	ural1272;finn1317
sout2680	Southern Veps	SouthernVeps	Finnic	Uralic		dialect	Eurasia			ural1272;finn1317;coas1319;neva1234;nort3282;lado1234;east2796;veps1250
sout2681	South Udmurt	SouthUdmurt	Permic	Uralic		dialect	Eurasia			ural1272;perm1256;udmu1245
sout2687	Southern Vietnamese	SouthernVietnamese	Viet-Muong	Austroasiatic		dialect	Eurasia			aust1305;viet1250;viet1251;viet1252
sout2688	Southern Khmer	SouthernKhmer	Khmer	Austroasiatic		dialect	Eurasia			aust1305;khme1253;cent1989
sout2689	Southern Nicobarese	SouthernNicobarese	Nicobarese	Austroasiatic		language	Eurasia	6.8274	93.8042	aust1305;nico1262;nucl1758;cent2305
sout2692	Southern Mnong	SouthernMnong	Bahnaric	Austroasiatic		language	Eurasia	12.0635	107.6542	aust1305;bahn1264;sout2690;mnon1258;mnon1259;sout2691
sout2694	Southern Altai	SouthernAltai	Turkic	Turkic		language	Eurasia	50.1347	86.8705	turk1311;comm1245;kipc1239;east2791
sout2695	Southeastern Tuvin	SoutheasternTuvin	Turkic	Turkic		dialect	Eurasia			turk1311;comm1245;cent2326;sout2693;saya1244;tuvi1240
sout2697	South Azerbaijani	SouthAzerbaijani	Turkic	Turkic		language	Eurasia	36.5137	48.4302	turk1311;comm1245;oghu1243;nucl1769;azer1255;mode1262
sout2698	South Quchani	SouthQuchani	Turkic	Turkic		dialect	Eurasia			turk1311;comm1245;oghu1243;nucl1769;east2334;khor1269
sout2699	Southern Uzbek	SouthernUzbek	Turkic	Turkic		language	Eurasia	36.6099	60.6907	turk1311;comm1245;karl1243;uygh1241;uygh1240;uzbe1247
sout2700	Southern Crimean	SouthernCrimean	Turkic	Turkic		dialect	Eurasia			turk1311;comm1245;kipc1239;west1472;crim1256;crim1259;crim1257
sout2702	Southern Kirghiz	SouthernKirghiz	Turkic	Turkic		dialect	Eurasia			turk1311;comm1245;kipc1239;east2791;kirg1245
sout2703	Southeastern Karakalpak	SoutheasternKarakalpak	Turkic	Turkic		dialect	Eurasia			turk1311;comm1245;kipc1239;sout2701;kara1467
sout2704	Southern Kazakh	SouthernKazakh	Turkic	Turkic		dialect	Eurasia			turk1311;comm1245;kipc1239;sout2701;kaza1248
sout2708	South Kerala	SouthKerala	Southern Dravidian	Dravidian		dialect	Eurasia			drav1251;sout3133;sout3138;tami1291;tami1292;tami1293;tami1294;tami1297;tami1298;mala1541;mala1464
sout2709	South Africa Tamil	SouthAfricaTamil	Southern Dravidian	Dravidian		dialect	Eurasia			drav1251;sout3133;sout3138;tami1291;tami1292;tami1293;tami1294;tami1297;tami1298;tami1299;tami1300;tami1289
sout2712	Southern Pa'o	SouthernPao	Karen	Sino-Tibetan		dialect	Eurasia			sino1245;kare1337;peri1254;paok1235
sout2713	Southern Baima	SouthernBaima	Bodic	Sino-Tibetan		dialect	Eurasia			sino1245;bodi1256;bodi1257;oldm1245;tibe1276;late1253;east2771;baim1244
sout2714	Southern Khams	SouthernKhams	Bodic	Sino-Tibetan		dialect	Eurasia			sino1245;bodi1256;bodi1257;oldm1245;tibe1276;late1253;kham1299;kham1282
sout2715	Southern Ghale	SouthernGhale	Bodic	Sino-Tibetan		language	Eurasia	28.1060	84.8511	sino1245;bodi1256;kaik1248;ghal1247;ghal1246
sout2716	Southern Gurung	SouthernGurung	Bodic	Sino-Tibetan		dialect	Eurasia			sino1245;bodi1256;kaik1248;ghal1247;tama1367;guru1260;guru1261;west2414
sout2717	Southwestern	Southwestern	Bodic	Sino-Tibetan		dialect	Eurasia			sino1245;bodi1256;kaik1248;ghal1247;tama1367;nucl1729;west2415
sout2719	Awu	Awu	Burmese-Lolo	Sino-Tibetan		language	Eurasia	22.9097	103.1016	sino1245;burm1265;lolo1265;lolo1267;nili1235;lawo1234
sout2721	Southern Sani	SouthernSani	Burmese-Lolo	Sino-Tibetan		dialect	Eurasia			sino1245;burm1265;lolo1265;lolo1267;nili1235;sout3212;sani1266;sani1267;sani1269
sout2722	Southern Muji	SouthernMuji	Burmese-Lolo	Sino-Tibetan		language	Eurasia	22.8731	103.3061	sino1245;burm1265;lolo1265;lolo1267;nili1235;sout3212;high1272;muji1235;lagh1244;thop1235;core1246;nucl1309;nort2715
sout2723	Southern Nisu	SouthernNisu	Burmese-Lolo	Sino-Tibetan		language	Eurasia	23.0580	101.4120	sino1245;burm1265;lolo1265;lolo1267;nili1235;sout3212;niso1234;nisu1237;nisu1238
sout2724	Southern Nusu	SouthernNusu	Burmese-Lolo	Sino-Tibetan		dialect	Eurasia			sino1245;burm1265;lolo1265;lolo1267;nuso1234;nusu1239
sout2727	South Hpon	SouthHpon	Burmese-Lolo	Sino-Tibetan		dialect	Eurasia			sino1245;burm1265;lolo1265;burm1266;nort2720;hpon1238
sout2728	Southern Qiang	SouthernQiang	Qiangic	Sino-Tibetan		language	Eurasia	31.5392	103.3840	sino1245;burm1265;naqi1236;qian1263;qian1264
sout2729	Southern Pumi	SouthernPumi	Qiangic	Sino-Tibetan		language	Eurasia	27.8408	100.6220	sino1245;burm1265;naqi1236;qian1263;pumi1242
sout2730	Southern Bai	SouthernBai	Bai	Sino-Tibetan		language	Eurasia	25.5190	100.2890	sino1245;macr1275;caij1235;baic1239;sout3254
sout2731	Southern	Southern	Kuki-Chin	Sino-Tibetan		dialect	Eurasia			sino1245;kuki1245;anga1312;aoic1235;yimc1239;yimc1240
sout2732	Southern Rengma Naga	SouthernRengmaNaga	Kuki-Chin	Sino-Tibetan		language	Eurasia	26.1178	94.6853	sino1245;kuki1245;anga1312;anga1286;reng1253
sout2734	Southern Yamphu	SouthernYamphu	Mahakiranti	Sino-Tibetan		language	Eurasia	26.9320	87.3959	sino1245;hima1249;maha1306;kira1253;east2719;uppe1412;loho1238;yamp1244
sout2735	Southern Yakha	SouthernYakha	Mahakiranti	Sino-Tibetan		dialect	Eurasia			sino1245;hima1249;maha1306;kira1253;east2719;grea1285;yakk1236
sout2737	Southern Bantawa	SouthernBantawa	Mahakiranti	Sino-Tibetan		dialect	Eurasia			sino1245;hima1249;maha1306;kira1253;cent2250;sout2736;bant1280;bant1281;inte1256
sout2738	Southern Thulung	SouthernThulung	Mahakiranti	Sino-Tibetan		dialect	Eurasia			sino1245;hima1249;maha1306;kira1253;west2424;thul1246
sout2739	Southern Tujia	SouthernTujia	Tujia	Sino-Tibetan		language	Eurasia	28.2368	110.0220	sino1245;tuji1244
sout2741	Southern Dong	SouthernDong	Kam-Tai	Tai-Kadai		language	Eurasia	25.8874	109.2220	taik1256;kamt1241;kams1241;mula1252;kami1255
sout2745	Southern Isan	SouthernIsan	Kam-Tai	Tai-Kadai		dialect	Eurasia			taik1256;kamt1241;daic1237;cent2251;wenm1239;sapa1255;sout3184;sput1235;laot1235;sako1234;nort2741
sout2746	Southern Thai	SouthernThai	Kam-Tai	Tai-Kadai		language	Eurasia	6.8567	99.7031	taik1256;kamt1241;daic1237;cent2251;wenm1239;sapa1255;sout3184;sput1235;laot1235
sout2747	Southern Tày	SouthernTay	Kam-Tai	Tai-Kadai		dialect	Eurasia			taik1256;kamt1241;daic1237;cent2251;wenm1239;tayy1238
sout2750	Southern Yukaghir	SouthernYukaghir	Yukaghir	Yukaghir		language	Eurasia	64.2180	154.3750	yuka1259;koly1247
sout2752	South Tabasaran	SouthTabasaran	Lezgic	Nakh-Daghestanian		dialect	Eurasia			nakh1245;dagh1238;lezg1248;nucl1321;east2790;east2367;taba1259
sout2754	Southern Qiandong Miao	SouthernQiandongMiao	Hmongic	Hmong-Mien		language	Eurasia	25.6618	108.5330	hmon1336;hmon1337;nucl1714;nucl1720;east2369
sout2755	Southwestern Huishui Hmong	SouthwesternHuishuiHmong	Hmongic	Hmong-Mien		language	Eurasia	26.0436	106.5610	hmon1336;hmon1337;nucl1714;nucl1720;west2803;grea1295;huis1239
sout2756	Southwestern Guiyang Hmong	SouthwesternGuiyangHmong	Hmongic	Hmong-Mien		language	Eurasia	26.1803	106.0030	hmon1336;hmon1337;nucl1714;nucl1720;west2803;grea1295;guiy1235
sout2761	South-western Warlpiri	SouthwesternWarlpiri	Western Pama-Nyungan	Pama-Nyungan		dialect	Australia			pama1250;dese1234;ngum1251;ngar1289;warl1254
sout2762	Southern Warlpiri	SouthernWarlpiri	Western Pama-Nyungan	Pama-Nyungan		dialect	Australia			pama1250;dese1234;ngum1251;ngar1289;warl1254
sout2763	Southern inland Nyangumarta	SoutherninlandNyangumarta	Western Pama-Nyungan	Pama-Nyungan		dialect	Australia			pama1250;dese1234;marr1265;nyan1301
sout2764	Southern Inggarda	SouthernInggarda	Western Pama-Nyungan	Pama-Nyungan		dialect	Australia			pama1250;sout3134;ying1247
sout2770	Southern Inland Yuin	SouthernInlandYuin	Southeastern Pama-Nyungan	Pama-Nyungan		language	Australia	-36.3001	148.7238	pama1250;sout3135;news1235;yuin1243;yuin1242
sout2771	Southern Coastal Yuin	SouthernCoastalYuin	Southeastern Pama-Nyungan	Pama-Nyungan		language	Australia	-37.0623	149.7169	pama1250;sout3135;news1235;yuin1243;yuin1242
sout2773	Southern Coastal Yawuru	SouthernCoastalYawuru	Nyulnyulan	Nyulnyulan		dialect	Australia			nyul1248;east2381;yawu1243;yawu1244
sout2774	Southeast Ijo	SoutheastIjo	Ijoid	Ijoid		language	Africa	4.4424	6.3219	ijoi1239;ijoo1239;east2383
sout2776	Southern Limba	SouthernLimba	Limba	Atlantic-Congo		dialect	Africa			atla1278;limb1267;east2387
sout2778	Southern Kisi	SouthernKisi	Mel	Atlantic-Congo		language	Africa	8.3245	-10.3377	atla1278;mela1257;bull1245;kiss1245
sout2780	Southern Chumburung	SouthernChumburung	Kwa	Atlantic-Congo		dialect	Africa			atla1278;volt1241;kwav1236;nyoa1234;poto1254;tano1248;guan1278;nort3204;otin1234;rive1262;chum1265;chum1261
sout2782	South Fali	SouthFali	Kru	Atlantic-Congo		language	Africa	9.5141	13.6164	atla1278;volt1241;unun9902;adam1254
sout2783	Southern Fania	SouthernFania	Adamawa	Atlantic-Congo		dialect	Africa			atla1278;volt1241;nort3149;buak1234;adam1257;goul1243;goul1244;zank1234;kula1285;fani1244
sout2784	Southern Ngbandi	SouthernNgbandi	Ubangi	Atlantic-Congo		language	Africa	2.5414	19.5939	atla1278;volt1241;nort3149;came1255;uban1244;ngba1290;ngba1280;nucl1737
sout2785	Southwest Gbaya	SouthwestGbaya	Gbaya-Manza-Ngbaka	Atlantic-Congo		language	Africa	4.7004	14.9569	atla1278;volt1241;nort3149;gbay1279;gbay1282;gbay1284
sout2787	South Central Banda	SouthCentralBanda	Ubangi	Atlantic-Congo		language	Africa	2.9411	21.0510	atla1278;volt1241;nort3149;came1255;uban1244;band1341;sout2786
sout2788	Southern Gourmanchema	SouthernGourmanchema	Gur	Atlantic-Congo		dialect	Africa			atla1278;volt1241;nort3149;gura1261;cent2243;nort2777;bwam1248;otiv1239;nucl1743;gurm1247;gurm1248;gurm1249;gurm1250;gour1248;gour1243
sout2789	Central Dagaare	CentralDagaare	Gur	Atlantic-Congo		language	Africa	10.4226	-2.5227	atla1278;volt1241;nort3149;gura1261;cent2243;nort2777;bwam1248;otiv1239;nucl1743;gurm1247;west2461;nucl1748;nort3234;safa1246;daga1276;cent2291
sout2790	Southern Birifor	SouthernBirifor	Gur	Atlantic-Congo		language	Africa	9.2873	-2.7267	atla1278;volt1241;nort3149;gura1261;cent2243;nort2777;bwam1248;otiv1239;nucl1743;gurm1247;west2461;nucl1748;nort3234;safa1246;daga1276;nort3237;biri1257
sout2792	Southern Hanga	SouthernHanga	Gur	Atlantic-Congo		dialect	Africa			atla1278;volt1241;nort3149;gura1261;cent2243;nort2777;bwam1248;otiv1239;nucl1743;gurm1247;west2461;nucl1748;sout3205;kama1375;hang1258
sout2794	Southern Lyélé	SouthernLyele	Gur	Atlantic-Congo		dialect	Africa			atla1278;volt1241;nort3149;gura1261;cent2243;sout3164;grus1239;nort2782;lyel1241
sout2795	Southern Nuni	SouthernNuni	Gur	Atlantic-Congo		language	Africa	11.5186	-2.1439	atla1278;volt1241;nort3149;gura1261;cent2243;sout3164;grus1239;nort2782;nuna1234;nuni1253
sout2796	Southwest Senari	SouthwestSenari	Gur	Atlantic-Congo		dialect	Africa			atla1278;volt1241;nort3149;senu1239;cent2244;ceba1235
sout2797	Southern Toussian	SouthernToussian	Gur	Atlantic-Congo		language	Africa	10.8770	-4.6568	atla1278;volt1241;nort3149;gura1261;tusi1238
sout2804	South Ibie	SouthIbie	Edoid	Atlantic-Congo		dialect	Africa			atla1278;volt1241;benu1247;akpe1249;edoi1239;nort3182;afen1234;unem1239;yekh1238
sout2807	Southern Sotho	SouthernSotho	Bantoid	Atlantic-Congo		language	Africa	-28.7800	27.8900	atla1278;volt1241;benu1247;bant1294;sout3152;narr1281;east2731;sout3180;soth1250;soth1251;soth1248;soth1252;seso1234
sout2808	Sumayela Ndebele	SumayelaNdebele	Bantoid	Atlantic-Congo		language	Africa	-25.6272	29.0480	atla1278;volt1241;benu1247;bant1294;sout3152;narr1281;east2731;sout3180;ngun1275;ngun1276
sout2809	South Congo	SouthCongo	Bantoid	Atlantic-Congo		dialect	Africa			atla1278;volt1241;benu1247;bant1294;sout3152;narr1281;cent2260;kong1295;kong1296;kiko1234;core1256;sout3249;koon1247;koon1244
sout2810	South East Kongo	SouthEastKongo	Bantoid	Atlantic-Congo		dialect	Africa			atla1278;volt1241;benu1247;bant1294;sout3152;narr1281;cent2260;kong1295;kong1296;kiko1234;core1256;sout3249;koon1247;koon1244
sout2811	South Binja	SouthBinja	Bantoid	Atlantic-Congo		dialect	Africa			atla1278;volt1241;benu1247;bant1294;sout3152;narr1281;east2731;nyan1317;mitu1241;lega1252;bemb1260;song1300
sout2813	Southern Gikuyu	SouthernGikuyu	Bantoid	Atlantic-Congo		dialect	Africa			atla1278;volt1241;benu1247;bant1294;sout3152;narr1281;east2731;nort3203;cent2274;west2840;kiku1241;kiku1240
sout2814	South Kitui	SouthKitui	Bantoid	Atlantic-Congo		dialect	Africa			atla1278;volt1241;benu1247;bant1294;sout3152;narr1281;east2731;nort3203;cent2274;east2749;kamb1297
sout2815	South Kwandu	SouthKwandu	Bantoid	Atlantic-Congo		dialect	Africa			atla1278;volt1241;benu1247;bant1294;sout3152;narr1281;cent2260;grea1287;west2833;mash1271;mash1267
sout2816	Southern Dibole	SouthernDibole	Bantoid	Atlantic-Congo		dialect	Africa			atla1278;volt1241;benu1247;bant1294;sout3152;narr1281;cent2260;liko1251;dibo1245
sout2817	South Lobala	SouthLobala	Bantoid	Atlantic-Congo		dialect	Africa			atla1278;volt1241;benu1247;bant1294;sout3152;narr1281;cent2260;grea1286;ngir1248;ngir1249;ngir1252;ngir1253;liko1252;loba1239
sout2818	Southern Bakossi	SouthernBakossi	Bantoid	Atlantic-Congo		dialect	Africa			atla1278;volt1241;benu1247;bant1294;sout3152;narr1281;bant1295;lund1274;leko1248;ngoe1239;mane1268;cent2284;akoo1248
sout2819	Southwest Bobe	SouthwestBobe	Bantoid	Atlantic-Congo		dialect	Africa			atla1278;volt1241;benu1247;bant1294;sout3152;narr1281;bube1242
sout2820	Southeast Bobe	SoutheastBobe	Bantoid	Atlantic-Congo		dialect	Africa			atla1278;volt1241;benu1247;bant1294;sout3152;narr1281;bube1242
sout2821	Southwest Duguri	SouthwestDuguri	Bantoid	Atlantic-Congo		dialect	Africa			atla1278;volt1241;benu1247;bant1294;sout3152;jara1262;nige1254;jara1275;dugu1249
sout2823	Southern Ejagham	SouthernEjagham	Bantoid	Atlantic-Congo		dialect	Africa			atla1278;volt1241;benu1247;bant1294;sout3152;ekoi1237;ekoi1236;ejag1240;ejag1239
sout2824	Southern Etung	SouthernEtung	Bantoid	Atlantic-Congo		dialect	Africa			atla1278;volt1241;benu1247;bant1294;sout3152;ekoi1237;ekoi1236;ejag1240;ejag1239;west2482
sout2825	Southern Gunu	SouthernGunu	Bantoid	Atlantic-Congo		dialect	Africa			atla1278;volt1241;benu1247;bant1294;sout3152;narr1281;mbam1252;yamb1256;nugu1242
sout2826	Southern Grebo	SouthernGrebo	Kru	Atlantic-Congo		language	Africa	4.4761	-7.5687	atla1278;volt1241;krua1234;west2485;greb1257;greb1256
sout2828	Southern Ma'di	SouthernMadi	Moru-Ma'di	Central Sudanic		language	Africa	2.8735	31.2500	cent2225;moru1252;sout2827
sout2829	Southern Turkana	SouthernTurkana	Nilotic	Nilotic		dialect	Africa			nilo1247;east2418;teso1247;teso1248;turk1307;turk1308
sout2832	Southwestern Dinka	SouthwesternDinka	Nilotic	Nilotic		language	Africa	8.8111	28.0613	nilo1247;west2493;dink1261;dink1262
sout2833	South Central Dinka	SouthCentralDinka	Nilotic	Nilotic		language	Africa	6.7307	30.3021	nilo1247;west2493;dink1261;dink1262
sout2834	Southeastern Dinka	SoutheasternDinka	Nilotic	Nilotic		language	Africa	7.0221	31.2850	nilo1247;west2493;dink1261;dink1262
sout2839	Southern Masalit	SouthernMasalit	Maban	Maban		dialect	Africa			maba1274;maba1275;maba1276;masa1301;nucl1440
sout2840	Southern Bobo Madaré	SouthernBoboMadare	Western Mande	Mande		language	Africa	11.5409	-4.2650	mand1469;west2780;samo1308;duun1243;bobo1253
sout2841	Southern Seeku	SouthernSeeku	Western Mande	Mande		dialect	Africa			mand1469;west2780;samo1308;duun1243;duun1244;samo1309;seek1238
sout2844	Southern Samo	SouthernSamo	Eastern Mande	Mande		language	Africa	12.7130	-2.9052	mand1469;east2697;bisa1265;samo1302;mand1437
sout2846	South Yawa	SouthYawa	Yawa	Yawa-Saweru		dialect	Papunesia			yawa1259;nucl1454
sout2848	South Siberut	SouthSiberut	Northwest Sumatra-Barrier Islands	Austronesian		dialect	Papunesia			aust1307;mala1545;nort2829;nucl1463;ment1248;ment1249
sout2856	South Efate	SouthEfate	Oceanic	Austronesian		language	Papunesia	-17.7006	168.3770	aust1307;mala1545;cent2237;east2712;ocea1241;nort3195;cent2269;epie1239;efat1236;sout3196
sout2857	Nahavaq	Nahavaq	Oceanic	Austronesian		language	Papunesia	-16.5116	167.4770	aust1307;mala1545;cent2237;east2712;ocea1241;nort3195;cent2269;mala1539;west2871;peri1262;sout3240;sout3197
sout2858	South Paama	SouthPaama	Oceanic	Austronesian		dialect	Papunesia			aust1307;mala1545;cent2237;east2712;ocea1241;nort3195;cent2269;paam1238
sout2859	Southeast Ambrym	SoutheastAmbrym	Oceanic	Austronesian		language	Papunesia	-16.2975	168.2110	aust1307;mala1545;cent2237;east2712;ocea1241;nort3195;cent2269;ambr1240
sout2863	Southeast Vanua Levu	SoutheastVanuaLevu	Oceanic	Austronesian		dialect	Papunesia			aust1307;mala1545;cent2237;east2712;ocea1241;cent2060;east2445;east2446;fiji1243
